,potential_total_value_of_award,awarding_office_name,funding_office_name,foreign_funding,recipient_city_name,recipient_county_name,recipient_state_code,recipient_zip_4_code,primary_place_of_performance_city_name,prime_award_transaction_place_of_performance_county_fips_code,prime_award_transaction_place_of_performance_state_fips_code,primary_place_of_performance_zip_4,award_type,type_of_contract_pricing,number_of_actions,product_or_service_code,contract_bundling,naics_code,recovered_materials_sustainability,domestic_or_foreign_entity,epa_designated_product,country_of_product_or_service_origin,place_of_manufacture,extent_competed,solicitation_procedures,commercial_item_acquisition_procedures,small_business_competitiveness_demonstration_program,simplified_procedures_for_certain_commercial_items,local_area_set_aside,clinger_cohen_act_planning,labor_standards,contracting_officers_determination_of_business_size,labor_surplus_area_firm,contingency_humanitarian_or_peacekeeping_operation,alaskan_native_corporation_owned_firm,american_indian_owned_business,indian_tribe_federally_recognized,native_hawaiian_organization_owned_firm,tribally_owned_firm,veteran_owned_business,service_disabled_veteran_owned_business,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,joint_venture_women_owned_small_business,joint_venture_economic_disadvantaged_women_owned_small_bus,minority_owned_business,subcontinent_asian_asian_indian_american_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business,contracting_officers_determination_of_business_size_code,emerging_small_business,community_developed_corporation_owned_firm,us_federal_government,federally_funded_research_and_development_corp,federal_agency,us_state_government,us_local_government,city_local_government,county_local_government,inter_municipal_local_government,local_government_owned,municipality_local_government,school_district_local_government,township_local_government,us_tribal_government,foreign_government,organizational_type,corporate_entity_not_tax_exempt,corporate_entity_tax_exempt,partnership_or_limited_liability_partnership,sole_proprietorship,small_agricultural_cooperative,international_organization,us_government_entity,community_development_corporation,domestic_shelter,educational_institution,foundation,hospital_flag,manufacturer_of_goods,veterinary_hospital,hispanic_servicing_institution,receives_contracts,receives_financial_assistance,receives_contracts_and_financial_assistance,airport_authority,council_of_governments,housing_authorities_public_tribal,interstate_entity,planning_commission,port_authority,transit_authority,subchapter_scorporation,limited_liability_corporation,foreign_owned,for_profit_organization,nonprofit_organization,other_not_for_profit_organization,the_ability_one_program,private_university_or_college,state_controlled_institution_of_higher_learning,1862_land_grant_college,1890_land_grant_college,1994_land_grant_college,minority_institution,historically_black_college,tribal_college,alaskan_native_servicing_institution,native_hawaiian_servicing_institution,school_of_forestry,veterinary_college,dot_certified_disadvantage,self_certified_small_disadvantaged_business,small_disadvantaged_business,c8a_program_participant,historically_underutilized_business_zone_hubzone_firm,sba_certified_8a_joint_venture,action_date,period_of_performance_start_date
1074,14076.25,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,HANOVER PARK,DUPAGE,IL,601335491,HANOVER PARK,17043.0,17.0,601335491,PURCHASE ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,334516.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-29,2023-09-29
1075,23652.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,SAN ANTONIO,BEXAR,TX,782484517,DULUTH,27137.0,27.0,558042558.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,V227,NOT BUNDLED,488330.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2023-09-29,2023-09-26
1076,13203.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,WEST PALM BEACH,PALM BEACH,FL,334071976,ADA,40123.0,40.0,748209775.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,J066,NOT BUNDLED,811310.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-25,2023-09-25
1077,109609.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,CHANDLER,MARICOPA,AZ,852265110,ANN ARBOR,26161.0,26.0,481089765,PURCHASE ORDER,FIRM FIXED PRICE,1.0,7630,NOT BUNDLED,518210.0,ENVIRONMENTALLY PREFERABLE,FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.,NOT REQUIRED,UNITED STATES,MFG IN U.S.,NOT COMPETED,ONLY ONE SOURCE,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-27,2023-09-27
1078,13845.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,BOULDER,BOULDER,CO,803012887,BROOMFIELD,8014.0,8.0,800202954,PURCHASE ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,334516.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-26,2023-09-26
1079,16309.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,CORVALLIS,BENTON,OR,973318655,CORVALLIS,41003.0,41.0,973318655.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,J043,NOT BUNDLED,811210.0,ENVIRONMENTALLY PREFERABLE,OTHER U.S. ENTITY (E.G. GOVERNMENT),NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,YES,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,US GOVERNMENT ENTITY,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2023-09-27,2023-09-27
1080,34779.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,WATERFORD,RACINE,WI,531854227,DURHAM,37063.0,37.0,277110001,PURCHASE ORDER,FIRM FIXED PRICE,1.0,J066,NOT BUNDLED,811210.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT COMPETED,ONLY ONE SOURCE,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,CONTINGENCY OPERATION AS DEFINED IN 10 U.S.C. 101(A)(13),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PARTNERSHIP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-29,2023-09-29
1081,39666.24,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,RONKONKOMA,SUFFOLK,NY,117796931,NARRAGANSETT,44009.0,44.0,28821153.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,J066,NOT BUNDLED,811210.0,ENVIRONMENTALLY PREFERABLE,FOREIGN-OWNED BUSINESS INCORPORATED IN THE U.S.,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-28,2023-09-28
1082,16568.85,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,INNSBRUCK,,,6020,DURHAM,37063.0,37.0,277110001.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,325413.0,ENVIRONMENTALLY PREFERABLE,FOREIGN-OWNED BUSINESS NOT INCORPORATED IN THE U.S.,NOT REQUIRED,AUSTRIA,MFG OUTSIDE U.S. - USE OUTSIDE THE UNITED STATES,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-29,2023-09-29
1083,12878.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,WEST PALM BEACH,PALM BEACH,FL,334071976,CORVALLIS,41003.0,41.0,973334902.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,J066,NOT BUNDLED,811210.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,MEETS REQUIREMENTS,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-28,2023-10-16
1084,13488.0,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),X,SHELTON,FAIRFIELD,CT,064844750,DULUTH,27137.0,27.0,558042558.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,J066,NOT BUNDLED,811210.0,ENVIRONMENTALLY PREFERABLE,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-28,2023-09-28
1085,150279.49,"LAB - ANN ARBOR, MI - CO OFFICE",REGION 5 (FUNDING OFFICE),X,NORTH SIOUX CITY,UNION,SD,570493155,CHICAGO,17031.0,17.0,606043507.0,DELIVERY ORDER,FIRM FIXED PRICE,1.0,7B20,NOT BUNDLED,334111.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-30,2023-01-30
1086,88886.72,"LAB - ANN ARBOR, MI - CO OFFICE",OFC FOR AIR  RAD (OAR) (FUNDING),X,LEBANON,GRAFTON,NH,037662617,ANN ARBOR,26161.0,26.0,481052425.0,DELIVERY ORDER,FIRM FIXED PRICE,1.0,DA10,NOT BUNDLED,541519.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-22,2023-03-01
1087,29793.48,"LAB - ANN ARBOR, MI - CO OFFICE",REGION 8 (FUNDING OFFICE),X,ASHBURN,LOUDOUN,VA,201474183,DENVER,8031.0,8.0,802021129.0,BPA CALL,FIRM FIXED PRICE,1.0,DF01,NOT BUNDLED,334111.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NO,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-21,2023-04-21
1088,65817.07,"LAB - ANN ARBOR, MI - CO OFFICE",REGION 6 (FUNDING OFFICE),X,WILMINGTON,NEW CASTLE,DE,198081610,HOUSTON,48201.0,48.0,770994303,DELIVERY ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,334516.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,OTHER THAN SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-04-28,2023-04-26
1089,12511.3,"LAB - ANN ARBOR, MI - CO OFFICE",REGION 8 (FUNDING OFFICE),X,RESTON,FAIRFAX,VA,201913497,DENVER,8059.0,8.0,802250001,DELIVERY ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,334516.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-05-24,2023-05-24
1090,94517.26,"LAB - ANN ARBOR, MI - CO OFFICE",REGION 6 (FUNDING OFFICE),X,SAN MATEO,SAN MATEO,CA,944044028,HOUSTON,48201.0,48.0,770994303,DELIVERY ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,443120.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07-12,2023-07-12
1091,15648.3,"LAB - ANN ARBOR, MI - CO OFFICE",OFC FOR AIR  RAD (OAR) (FUNDING),X,MONKTON,BALTIMORE,MD,211111228,MONKTON,24005.0,24.0,211111228.0,DELIVERY ORDER,FIRM FIXED PRICE,1.0,7110,NOT BUNDLED,337211.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,YES,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2023-08-11,2023-08-11
1092,13124.61,"LAB - ANN ARBOR, MI - CO OFFICE",OFC FOR AIR  RAD (OAR) (FUNDING),X,SAN MATEO,SAN MATEO,CA,944044028,ANN ARBOR,26161.0,26.0,481052425.0,DELIVERY ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,443120.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,SINGAPORE,MFG OUTSIDE U.S. - TRADE AGREEMENTS,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES PROCEDURES NOT USED,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-12,2023-09-12
1093,25242.47,"LAB - ANN ARBOR, MI - CO OFFICE",OFC FOR AIR  RAD (OAR) (FUNDING),X,PHOENIX,MARICOPA,AZ,850445671,ANN ARBOR,26161.0,26.0,481052425,DELIVERY ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,339113.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,GERMANY,MFG OUTSIDE U.S. - TRADE AGREEMENTS,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-09-19,2023-09-19
1094,0.0,"LAB - ANN ARBOR, MI - CO OFFICE",OFC FOR AIR  RAD (OAR) (FUNDING),X,EXPORT,WESTMORELAND,PA,156328940,ANN ARBOR,26161.0,26.0,481052425,PURCHASE ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,334516.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOLE PROPRIETORSHIP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022-10-28,2022-10-20
1095,71804.08,"LAB - ANN ARBOR, MI - CO OFFICE",OFC FOR AIR  RAD (OAR) (FUNDING),X,RICHMOND,RICHMOND (CITY),VA,232341521,ANN ARBOR,26161.0,26.0,481052425.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,J049,NOT BUNDLED,811310.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,NOT A MANUFACTURED END PRODUCT,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022-10-07,2022-10-07
1096,49789.21,"LAB - ANN ARBOR, MI - CO OFFICE",OFC FOR AIR  RAD (OAR) (FUNDING),X,LAKE MARY,SEMINOLE,FL,327466119,ANN ARBOR,26161.0,26.0,481052425.0,PURCHASE ORDER,FIRM FIXED PRICE,1.0,6640,NOT BUNDLED,334516.0,NO CLAUSES INCLUDED AND NO SUSTAINABILITY INCLUDED,U.S. OWNED BUSINESS,NOT REQUIRED,UNITED STATES,MFG IN U.S.,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,COMMERCIAL PRODUCTS/SERVICES,0,NO,NO,NO,NOT APPLICABLE,SMALL BUSINESS,0,NOT APPLICABLE,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CORPORATE NOT TAX EXEMPT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022-10-17,2022-10-17
